num_users,num_edges,algorithm,experiment_duration,total_experiment_time,timestep,total_turnaround_time
200,10,greedy,30,32.27632212638855,1,20480.123052620973
200,10,greedy,30,32.27632212638855,2,20480.122913622523
200,10,greedy,30,32.27632212638855,3,20480.122792817863
200,10,greedy,30,32.27632212638855,4,20480.122672772675
200,10,greedy,30,32.27632212638855,5,20480.122559328072
200,10,greedy,30,32.27632212638855,6,20480.122453512555
200,10,greedy,30,32.27632212638855,7,20480.122358463712
200,10,greedy,30,32.27632212638855,8,20480.122273717036
200,10,greedy,30,32.27632212638855,9,20480.1221936065
200,10,greedy,30,32.27632212638855,10,20480.122104498863
200,10,greedy,30,32.27632212638855,11,20480.12203452498
200,10,greedy,30,32.27632212638855,12,20480.121973516078
200,10,greedy,30,32.27632212638855,13,20480.12190222895
200,10,greedy,30,32.27632212638855,14,20480.121847798164
200,10,greedy,30,32.27632212638855,15,20480.121798139677
200,10,greedy,30,32.27632212638855,16,20480.12175542636
200,10,greedy,30,32.27632212638855,17,20480.121702478238
200,10,greedy,30,32.27632212638855,18,20480.121633510418
200,10,greedy,30,32.27632212638855,19,20480.121579832077
200,10,greedy,30,32.27632212638855,20,20480.12152066975
200,10,greedy,30,32.27632212638855,21,20480.121471204504
200,10,greedy,30,32.27632212638855,22,20480.121413586334
200,10,greedy,30,32.27632212638855,23,20480.12136093294
200,10,greedy,30,32.27632212638855,24,20480.121281868214
200,10,greedy,30,32.27632212638855,25,20480.121203987965
200,10,greedy,30,32.27632212638855,26,20480.12114685754
200,10,greedy,30,32.27632212638855,27,20480.12107466415
200,10,greedy,30,32.27632212638855,28,20480.120985689355
200,10,greedy,30,32.27632212638855,29,20480.120900511414
200,10,greedy,30,32.27632212638855,30,20480.12081328581
200,10,convex optimization,30,36.18926191329956,1,20480.270938961065
200,10,convex optimization,30,36.18926191329956,2,20480.271100604943
200,10,convex optimization,30,36.18926191329956,3,20480.271286627034
200,10,convex optimization,30,36.18926191329956,4,20480.271460209657
200,10,convex optimization,30,36.18926191329956,5,20480.271636900623
200,10,convex optimization,30,36.18926191329956,6,20480.27181201632
200,10,convex optimization,30,36.18926191329956,7,20480.124248381846
200,10,convex optimization,30,36.18926191329956,8,20480.124155333564
200,10,convex optimization,30,36.18926191329956,9,20480.12406835852
200,10,convex optimization,30,36.18926191329956,10,20480.123972460453
200,10,convex optimization,30,36.18926191329956,11,20480.123889903796
200,10,convex optimization,30,36.18926191329956,12,20480.12382248246
200,10,convex optimization,30,36.18926191329956,13,20480.123751609488
200,10,convex optimization,30,36.18926191329956,14,20480.123699873955
200,10,convex optimization,30,36.18926191329956,15,20480.123651389003
200,10,convex optimization,30,36.18926191329956,16,20480.123614349974
200,10,convex optimization,30,36.18926191329956,17,20480.123569530617
200,10,convex optimization,30,36.18926191329956,18,20480.12351036602
200,10,convex optimization,30,36.18926191329956,19,20480.123459486997
200,10,convex optimization,30,36.18926191329956,20,20480.1234090157
200,10,convex optimization,30,36.18926191329956,21,20480.123379170924
200,10,convex optimization,30,36.18926191329956,22,20480.12333665348
200,10,convex optimization,30,36.18926191329956,23,20480.123299075476
200,10,convex optimization,30,36.18926191329956,24,20480.12323678522
200,10,convex optimization,30,36.18926191329956,25,20480.123183646465
200,10,convex optimization,30,36.18926191329956,26,20480.123153278633
200,10,convex optimization,30,36.18926191329956,27,20480.123116612667
200,10,convex optimization,30,36.18926191329956,28,20480.123061294373
200,10,convex optimization,30,36.18926191329956,29,20480.1230153038
200,10,convex optimization,30,36.18926191329956,30,20480.12295805172
200,20,greedy,30,32.291656732559204,1,20480.095719717843
200,20,greedy,30,32.291656732559204,2,20480.095672716623
200,20,greedy,30,32.291656732559204,3,20480.095611515204
200,20,greedy,30,32.291656732559204,4,20480.09552984499
200,20,greedy,30,32.291656732559204,5,20480.09543810747
200,20,greedy,30,32.291656732559204,6,20480.09534314168
200,20,greedy,30,32.291656732559204,7,20480.095239681643
200,20,greedy,30,32.291656732559204,8,20480.095152632355
200,20,greedy,30,32.291656732559204,9,20480.095073812823
200,20,greedy,30,32.291656732559204,10,20480.09499976703
200,20,greedy,30,32.291656732559204,11,20480.094924856654
200,20,greedy,30,32.291656732559204,12,20480.0948406126
200,20,greedy,30,32.291656732559204,13,20480.094758623494
200,20,greedy,30,32.291656732559204,14,20480.09468735925
200,20,greedy,30,32.291656732559204,15,20480.094622393925
200,20,greedy,30,32.291656732559204,16,20480.094569224715
200,20,greedy,30,32.291656732559204,17,20480.094511096177
200,20,greedy,30,32.291656732559204,18,20480.09445842183
200,20,greedy,30,32.291656732559204,19,20480.094413218347
200,20,greedy,30,32.291656732559204,20,20480.094345551985
200,20,greedy,30,32.291656732559204,21,20480.094269226574
200,20,greedy,30,32.291656732559204,22,20480.09419721952
200,20,greedy,30,32.291656732559204,23,20480.094130631525
200,20,greedy,30,32.291656732559204,24,20480.094064087578
200,20,greedy,30,32.291656732559204,25,20480.09399435544
200,20,greedy,30,32.291656732559204,26,20480.093945145058
200,20,greedy,30,32.291656732559204,27,20480.09387913686
200,20,greedy,30,32.291656732559204,28,20480.09382815054
200,20,greedy,30,32.291656732559204,29,20480.093785320103
200,20,greedy,30,32.291656732559204,30,20480.093747174775
200,20,convex optimization,30,38.013670444488525,1,20480.096610874756
200,20,convex optimization,30,38.013670444488525,2,20480.096549914706
200,20,convex optimization,30,38.013670444488525,3,20480.096476059767
200,20,convex optimization,30,38.013670444488525,4,20480.09638711953
200,20,convex optimization,30,38.013670444488525,5,20480.09629728833
200,20,convex optimization,30,38.013670444488525,6,20480.096207466773
200,20,convex optimization,30,38.013670444488525,7,20480.096104480224
200,20,convex optimization,30,38.013670444488525,8,20480.096021209818
200,20,convex optimization,30,38.013670444488525,9,20480.095947386526
200,20,convex optimization,30,38.013670444488525,10,20480.157623327603
200,20,convex optimization,30,38.013670444488525,11,20480.272788200433
200,20,convex optimization,30,38.013670444488525,12,20480.273006345185
200,20,convex optimization,30,38.013670444488525,13,20480.273220848932
200,20,convex optimization,30,38.013670444488525,14,20480.27345384547
200,20,convex optimization,30,38.013670444488525,15,20480.115756551528
200,20,convex optimization,30,38.013670444488525,16,20480.095520493764
200,20,convex optimization,30,38.013670444488525,17,20480.095495361853
200,20,convex optimization,30,38.013670444488525,18,20480.095475720587
200,20,convex optimization,30,38.013670444488525,19,20480.095453202233
200,20,convex optimization,30,38.013670444488525,20,20480.095404532985
200,20,convex optimization,30,38.013670444488525,21,20480.09535561787
200,20,convex optimization,30,38.013670444488525,22,20480.095309482986
200,20,convex optimization,30,38.013670444488525,23,20480.095261784623
200,20,convex optimization,30,38.013670444488525,24,20480.09521690964
200,20,convex optimization,30,38.013670444488525,25,20480.095174461472
200,20,convex optimization,30,38.013670444488525,26,20480.116690915333
200,20,convex optimization,30,38.013670444488525,27,20480.11674594416
200,20,convex optimization,30,38.013670444488525,28,20480.116794564365
200,20,convex optimization,30,38.013670444488525,29,20480.11684396038
200,20,convex optimization,30,38.013670444488525,30,20480.116895163723
200,30,greedy,30,32.29229545593262,1,20480.074520982507
200,30,greedy,30,32.29229545593262,2,20480.074476740272
200,30,greedy,30,32.29229545593262,3,20480.074433093836
200,30,greedy,30,32.29229545593262,4,20480.07439895592
200,30,greedy,30,32.29229545593262,5,20480.074376417466
200,30,greedy,30,32.29229545593262,6,20480.0743427178
200,30,greedy,30,32.29229545593262,7,20480.07430706433
200,30,greedy,30,32.29229545593262,8,20480.074266894124
200,30,greedy,30,32.29229545593262,9,20480.074226933135
200,30,greedy,30,32.29229545593262,10,20480.07419073654
200,30,greedy,30,32.29229545593262,11,20480.074141494413
200,30,greedy,30,32.29229545593262,12,20480.074091434075
200,30,greedy,30,32.29229545593262,13,20480.07406155424
200,30,greedy,30,32.29229545593262,14,20480.074042056294
200,30,greedy,30,32.29229545593262,15,20480.074009207296
200,30,greedy,30,32.29229545593262,16,20480.0739796637
200,30,greedy,30,32.29229545593262,17,20480.07395113126
200,30,greedy,30,32.29229545593262,18,20480.073933807278
200,30,greedy,30,32.29229545593262,19,20480.07391891247
200,30,greedy,30,32.29229545593262,20,20480.073900155086
200,30,greedy,30,32.29229545593262,21,20480.073857340984
200,30,greedy,30,32.29229545593262,22,20480.073812850376
200,30,greedy,30,32.29229545593262,23,20480.073776691766
200,30,greedy,30,32.29229545593262,24,20480.07374254357
200,30,greedy,30,32.29229545593262,25,20480.07369801792
200,30,greedy,30,32.29229545593262,26,20480.07367861867
200,30,greedy,30,32.29229545593262,27,20480.07366011506
200,30,greedy,30,32.29229545593262,28,20480.073649029964
200,30,greedy,30,32.29229545593262,29,20480.07366049851
200,30,greedy,30,32.29229545593262,30,20480.073683057657
200,30,convex optimization,30,39.977558851242065,1,20480.07455813945
200,30,convex optimization,30,39.977558851242065,2,20480.074514641048
200,30,convex optimization,30,39.977558851242065,3,20480.07447086814
200,30,convex optimization,30,39.977558851242065,4,20480.074437328352
200,30,convex optimization,30,39.977558851242065,5,20480.07441615301
200,30,convex optimization,30,39.977558851242065,6,20480.07439015454
200,30,convex optimization,30,39.977558851242065,7,20480.07436781429
