num_users,num_edges,algorithm,experiment_duration,total_experiment_time,timestep,total_turnaround_time,total_turnaround_time_warm,total_turnaround_time_cold,total_turnaround_time_unknown,warm_count,cold_count,unknown_count,static_energy_j,dynamic_energy_j,network_energy_j,cold_start_energy_j,total_energy_j,total_energy_wh,average_power_w
1000,10,predictive,100,164.9547312259674,1,119610.18424988643,0.0,0.0,119610.18424988643,1000,0,1000,37.8443,607.6728,102.4,0.0,747.9171,0.207755,747.9171
1000,10,predictive,100,164.9547312259674,2,119608.24089966093,0.0,0.0,119608.24089966093,1000,0,1000,37.8443,607.6728,102.4,0.0,747.9171,0.207755,747.9171
1000,10,predictive,100,164.9547312259674,3,119625.41412228088,0.0,0.0,119625.41412228088,1000,0,1000,37.8443,607.6728,102.4,0.0,747.9171,0.207755,747.9171
1000,10,predictive,100,164.9547312259674,4,119643.68556303199,0.0,0.0,119643.68556303199,1000,0,1000,37.8443,607.6728,102.4,0.0,747.9171,0.207755,747.9171
1000,10,predictive,100,164.9547312259674,5,1432611.984138901,0.0,1432611.984138901,0.0,0,1000,0,37.8443,0.974,307.2,857.6234,1203.6417,0.334345,1203.6417
1000,10,predictive,100,164.9547312259674,6,1432632.277793627,0.0,1432632.277793627,0.0,0,1000,0,37.8443,0.974,307.2,857.6234,1203.6417,0.334345,1203.6417
1000,10,predictive,100,164.9547312259674,7,1432661.5952167134,0.0,1432661.5952167134,0.0,0,1000,0,37.8443,0.974,307.2,857.6234,1203.6417,0.334345,1203.6417
1000,10,predictive,100,164.9547312259674,8,1432688.9764444826,0.0,1432688.9764444826,0.0,0,1000,0,37.8443,0.974,307.2,857.6234,1203.6417,0.334345,1203.6417
1000,10,predictive,100,164.9547312259674,9,1432732.4008506127,0.0,1432732.4008506127,0.0,0,1000,0,37.8443,0.3532,307.2,857.6234,1203.0209,0.334172,1203.0209
1000,10,predictive,100,164.9547312259674,10,419794.781192815,419794.781192815,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,11,419807.1186590981,419807.1186590981,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,12,419836.4825509018,419836.4825509018,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,13,419856.8702734759,419856.8702734759,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,14,419892.31127533386,419892.31127533386,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,15,419918.6679260097,419918.6679260097,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,16,419931.9801674429,419931.9801674429,0.0,0.0,1000,0,0,37.8443,607.052,102.4,0.0,747.2963,0.207582,747.2963
1000,10,predictive,100,164.9547312259674,17,419947.3304373814,419947.3304373814,0.0,0.0,1000,0,0,37.8443,606.9768,102.4,0.0,747.2211,0.207561,747.2211
1000,10,predictive,100,164.9547312259674,18,419975.6855239266,419975.6855239266,0.0,0.0,1000,0,0,37.8443,606.8891,102.4,0.0,747.1334,0.207537,747.1334
1000,10,predictive,100,164.9547312259674,19,420002.0709768361,420002.0709768361,0.0,0.0,1000,0,0,37.8443,606.8891,102.4,0.0,747.1334,0.207537,747.1334
1000,10,predictive,100,164.9547312259674,20,420025.3932828237,420025.3932828237,0.0,0.0,1000,0,0,37.8443,606.8891,102.4,0.0,747.1334,0.207537,747.1334
1000,10,predictive,100,164.9547312259674,21,420050.66155806393,420050.66155806393,0.0,0.0,1000,0,0,37.8443,606.8891,102.4,0.0,747.1334,0.207537,747.1334
1000,10,predictive,100,164.9547312259674,22,420066.9546783041,420066.9546783041,0.0,0.0,1000,0,0,37.8443,606.8891,102.4,0.0,747.1334,0.207537,747.1334
1000,10,predictive,100,164.9547312259674,23,420099.24629894283,420099.24629894283,0.0,0.0,1000,0,0,37.8443,606.8891,102.4,0.0,747.1334,0.207537,747.1334
1000,10,predictive,100,164.9547312259674,24,420113.54749938264,420113.54749938264,0.0,0.0,1000,0,0,37.8443,607.0648,102.4,0.0,747.3091,0.207586,747.3091
1000,10,predictive,100,164.9547312259674,25,463057.658840215,463057.658840215,0.0,0.0,1000,0,0,37.8443,607.0648,102.4,0.0,747.3091,0.207586,747.3091
1000,10,predictive,100,164.9547312259674,26,463075.79089785606,463075.79089785606,0.0,0.0,1000,0,0,37.8443,607.0648,102.4,0.0,747.3091,0.207586,747.3091
1000,10,predictive,100,164.9547312259674,27,463089.9546336228,463089.9546336228,0.0,0.0,1000,0,0,37.8443,607.0648,102.4,0.0,747.3091,0.207586,747.3091
1000,10,predictive,100,164.9547312259674,28,463099.1356263395,463099.1356263395,0.0,0.0,1000,0,0,37.8443,607.0648,102.4,0.0,747.3091,0.207586,747.3091
1000,10,predictive,100,164.9547312259674,29,463107.34081905027,463107.34081905027,0.0,0.0,1000,0,0,37.8443,607.0648,102.4,0.0,747.3091,0.207586,747.3091
1000,10,predictive,100,164.9547312259674,30,463112.55134673114,463112.55134673114,0.0,0.0,1000,0,0,37.8443,607.2439,102.4,0.0,747.4882,0.207636,747.4882
1000,10,predictive,100,164.9547312259674,31,463129.72315215855,463129.72315215855,0.0,0.0,1000,0,0,37.8443,607.2439,102.4,0.0,747.4882,0.207636,747.4882
1000,10,predictive,100,164.9547312259674,32,463139.9217310085,463139.9217310085,0.0,0.0,1000,0,0,37.8443,607.2439,102.4,0.0,747.4882,0.207636,747.4882
1000,10,predictive,100,164.9547312259674,33,463160.13268855045,463160.13268855045,0.0,0.0,1000,0,0,37.8443,607.2439,102.4,0.0,747.4882,0.207636,747.4882
1000,10,predictive,100,164.9547312259674,34,463172.349301034,463172.349301034,0.0,0.0,1000,0,0,37.8443,607.2439,102.4,0.0,747.4882,0.207636,747.4882
1000,10,predictive,100,164.9547312259674,35,432519.06212251144,432519.06212251144,0.0,0.0,1000,0,0,37.8443,607.2439,102.4,0.0,747.4882,0.207636,747.4882
1000,10,predictive,100,164.9547312259674,36,432531.25691686827,432531.25691686827,0.0,0.0,1000,0,0,37.8443,608.4199,102.4,0.0,748.6642,0.207962,748.6642
1000,10,predictive,100,164.9547312259674,37,432551.4899935558,432551.4899935558,0.0,0.0,1000,0,0,37.8443,608.4199,102.4,0.0,748.6642,0.207962,748.6642
1000,10,predictive,100,164.9547312259674,38,432577.72720968694,432577.72720968694,0.0,0.0,1000,0,0,37.8443,608.4199,102.4,0.0,748.6642,0.207962,748.6642
1000,10,predictive,100,164.9547312259674,39,432578.95893539325,432578.95893539325,0.0,0.0,1000,0,0,37.8443,608.4199,102.4,0.0,748.6642,0.207962,748.6642
1000,10,predictive,100,164.9547312259674,40,432594.149846336,432594.149846336,0.0,0.0,1000,0,0,37.8443,608.4199,102.4,0.0,748.6642,0.207962,748.6642
