num_users,num_edges,algorithm,experiment_duration,total_experiment_time,timestep,total_turnaround_time,total_turnaround_time_warm,total_turnaround_time_cold,total_turnaround_time_unknown,warm_count,cold_count,unknown_count
1000,50,predictive,100,157.46772480010986,1,150450.3666771324,0.0,0.0,150450.3666771324,0,0,1000
1000,50,predictive,100,157.46772480010986,2,150450.48000761025,0.0,0.0,150450.48000761025,0,0,1000
1000,50,predictive,100,157.46772480010986,3,150450.8265196765,0.0,0.0,150450.8265196765,0,0,1000
1000,50,predictive,100,157.46772480010986,4,150451.36942838327,0.0,0.0,150451.36942838327,0,0,1000
1000,50,predictive,100,157.46772480010986,5,1482451.9666185332,0.0,1482451.9666185332,0.0,0,1000,0
1000,50,predictive,100,157.46772480010986,6,1482452.5539718524,0.0,1482452.5539718524,0.0,0,1000,0
1000,50,predictive,100,157.46772480010986,7,1482453.1888638954,0.0,1482453.1888638954,0.0,0,1000,0
1000,50,predictive,100,157.46772480010986,8,1482453.9514059594,0.0,1482453.9514059594,0.0,0,1000,0
1000,50,predictive,100,157.46772480010986,9,1482454.800318286,0.0,1482454.800318286,0.0,0,1000,0
1000,50,predictive,100,157.46772480010986,10,450455.56108409975,450455.56108409975,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,11,450456.2360268024,450456.2360268024,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,12,450456.9638393689,450456.9638393689,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,13,450457.7392887345,450457.7392887345,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,14,450458.62129584793,450458.62129584793,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,15,450459.3345955292,450459.3345955292,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,16,450459.95907028957,450459.95907028957,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,17,450460.65960310935,450460.65960310935,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,18,450461.3697663361,450461.3697663361,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,19,450462.1406688521,450462.1406688521,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,20,450462.78530600376,450462.78530600376,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,21,450463.3218898929,450463.3218898929,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,22,450463.9081478641,450463.9081478641,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,23,450464.49138923344,450464.49138923344,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,24,450465.0937889631,450465.0937889631,0.0,0.0,1000,0,0
1000,50,predictive,100,157.46772480010986,25,928202.0977969079,245499.12254114932,682702.9752557572,0.0,545,455,0
1000,50,predictive,100,157.46772480010986,26,928202.3815468511,245499.22077308007,682703.1607737698,0.0,545,455,0
1000,50,predictive,100,157.46772480010986,27,928202.7422389941,245499.3420754726,682703.4001635206,0.0,545,455,0
1000,50,predictive,100,157.46772480010986,28,928203.1289834327,245499.45639354375,682703.6725898876,0.0,545,455,0
1000,50,predictive,100,157.46772480010986,29,928203.5731771773,245499.59582666372,682703.9773505128,0.0,545,455,0
1000,50,predictive,100,157.46772480010986,30,539701.4336708363,412162.57099026977,127538.86268056596,0.0,915,85,0
1000,50,predictive,100,157.46772480010986,31,539701.6603055298,412162.80171374074,127538.85859178878,0.0,915,85,0
1000,50,predictive,100,157.46772480010986,32,539701.9575041281,412163.0956270026,127538.86187712486,0.0,915,85,0
1000,50,predictive,100,157.46772480010986,33,539702.3117532575,412163.41706471046,127538.89468854647,0.0,915,85,0
1000,50,predictive,100,157.46772480010986,34,539702.734751351,412163.7898698535,127538.94488149678,0.0,915,85,0
1000,50,predictive,100,157.46772480010986,35,521850.9719428432,419820.2383373772,102030.73360546603,0.0,932,68,0
1000,50,predictive,100,157.46772480010986,36,521851.32947441906,419820.5633307956,102030.76614362314,0.0,932,68,0
1000,50,predictive,100,157.46772480010986,37,521851.77704530803,419820.95774423186,102030.81930107622,0.0,932,68,0
1000,50,predictive,100,157.46772480010986,38,521852.22584601794,419821.3486066294,102030.87723938828,0.0,932,68,0
1000,50,predictive,100,157.46772480010986,39,521852.6779108945,419821.7486750556,102030.92923583875,0.0,932,68,0
1000,50,predictive,100,157.46772480010986,40,502951.36815131275,427928.6123519887,75022.755799324,0.0,950,50,0
1000,50,predictive,100,157.46772480010986,41,502951.65544847446,427928.86730244686,75022.78814602767,0.0,950,50,0
1000,50,predictive,100,157.46772480010986,42,502951.9783360769,427929.14036434976,75022.83797172703,0.0,950,50,0
1000,50,predictive,100,157.46772480010986,43,502952.36684154964,427929.47850004944,75022.88834150032,0.0,950,50,0
1000,50,predictive,100,157.46772480010986,44,502952.79112506215,427929.84438068006,75022.94674438178,0.0,950,50,0
1000,50,predictive,100,157.46772480010986,45,525000.8633498877,418468.5114592237,106532.3518906639,0.0,929,71,0
1000,50,predictive,100,157.46772480010986,46,525001.1079333258,418468.76247605856,106532.34545726726,0.0,929,71,0
1000,50,predictive,100,157.46772480010986,47,525001.4243342835,418469.0516080139,106532.37272626933,0.0,929,71,0
1000,50,predictive,100,157.46772480010986,48,525001.7753912995,418469.3693257624,106532.4060655369,0.0,929,71,0
1000,50,predictive,100,157.46772480010986,49,525002.154396288,418469.69309873355,106532.46129755379,0.0,929,71,0
1000,50,predictive,100,157.46772480010986,50,504001.03872246377,427477.78201959206,76523.2567028713,0.0,949,51,0
1000,50,predictive,100,157.46772480010986,51,504001.37589770515,427478.0980962264,76523.27780147844,0.0,949,51,0
1000,50,predictive,100,157.46772480010986,52,504001.7632597754,427478.45008665626,76523.31317311892,0.0,949,51,0
1000,50,predictive,100,157.46772480010986,53,504002.16410422436,427478.82039962534,76523.34370459871,0.0,949,51,0
1000,50,predictive,100,157.46772480010986,54,504002.5919648734,427479.2202290436,76523.37173582971,0.0,949,51,0
1000,50,predictive,100,157.46772480010986,55,508201.20292222686,425676.26430568995,82524.93861653676,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,56,508201.4871525931,425676.53741486353,82524.94973772933,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,57,508201.8250902846,425676.8332534722,82524.99183681187,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,58,508202.2430961575,425677.18022873916,82525.06286741818,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,59,508202.7093662113,425677.5664629085,82525.14290330243,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,60,513451.04119664716,423423.92523528775,90027.11596135903,0.0,940,60,0
1000,50,predictive,100,157.46772480010986,61,513451.4162209754,423424.2661704613,90027.15005051382,0.0,940,60,0
1000,50,predictive,100,157.46772480010986,62,513451.82109534956,423424.61242609017,90027.20866925878,0.0,940,60,0
1000,50,predictive,100,157.46772480010986,63,513452.23661356635,423424.9636951421,90027.27291842399,0.0,940,60,0
1000,50,predictive,100,157.46772480010986,64,513452.6688433856,423425.31862575206,90027.35021763321,0.0,940,60,0
1000,50,predictive,100,157.46772480010986,65,508201.0247525819,425676.0215376143,82525.0032149676,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,66,508201.2691523401,425676.24728778144,82525.0218645585,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,67,508201.56396012194,425676.5185515621,82525.0454085595,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,68,508201.88115913566,425676.7828306618,82525.09832847351,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,69,508202.23397638905,425677.0665483197,82525.16742806928,0.0,945,55,0
1000,50,predictive,100,157.46772480010986,70,506100.7290333562,426576.8097506762,79523.91928268,0.0,947,53,0
1000,50,predictive,100,157.46772480010986,71,506100.9643126653,426577.0265011774,79523.93781148769,0.0,947,53,0
1000,50,predictive,100,157.46772480010986,72,506101.2197178369,426577.2434870548,79523.9762307816,0.0,947,53,0
1000,50,predictive,100,157.46772480010986,73,506101.53305383533,426577.503936078,79524.02911775706,0.0,947,53,0
1000,50,predictive,100,157.46772480010986,74,506101.87096523854,426577.7641633627,79524.10680187585,0.0,947,53,0
1000,50,predictive,100,157.46772480010986,75,494550.815522029,431531.76820249285,63019.04731953623,0.0,958,42,0
1000,50,predictive,100,157.46772480010986,76,494551.0849071558,431531.98054228997,63019.10436486574,0.0,958,42,0
1000,50,predictive,100,157.46772480010986,77,494551.32231114403,431532.2157015144,63019.106609629715,0.0,958,42,0
1000,50,predictive,100,157.46772480010986,78,494551.5936562112,431532.47187168244,63019.12178452859,0.0,958,42,0
1000,50,predictive,100,157.46772480010986,79,494551.8688251902,431532.7166127965,63019.152212393696,0.0,958,42,0
1000,50,predictive,100,157.46772480010986,80,489301.0144879749,433784.0266500973,55516.98783787748,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,81,489301.2537936114,433784.2346133199,55517.01918029136,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,82,489301.51796120877,433784.45949488314,55517.05846632575,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,83,489301.77583126456,433784.680169869,55517.09566139567,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,84,489302.0005829545,433784.87092377,55517.12965918415,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,85,489300.9167048588,433784.1382361112,55516.77846874766,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,86,489301.0812419887,433784.26639780967,55516.81484417893,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,87,489301.266958947,433784.40975039155,55516.85720855548,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,88,489301.4700682523,433784.5693052837,55516.90076296843,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,89,489301.7384306271,433784.78844611207,55516.949984515,0.0,963,37,0
1000,50,predictive,100,157.46772480010986,90,480901.049652552,437387.84736533946,43513.20228721233,0.0,971,29,0
1000,50,predictive,100,157.46772480010986,91,480901.23867286916,437388.01037352846,43513.22829934065,0.0,971,29,0
1000,50,predictive,100,157.46772480010986,92,480901.44785442424,437388.1896873183,43513.258167105814,0.0,971,29,0
1000,50,predictive,100,157.46772480010986,93,480901.6533941896,437388.36711625895,43513.28627793052,0.0,971,29,0
1000,50,predictive,100,157.46772480010986,94,480901.8925062128,437388.56750354345,43513.32500266909,0.0,971,29,0
1000,50,predictive,100,157.46772480010986,95,487201.129320692,434685.2232466527,52515.90607403939,0.0,965,35,0
1000,50,predictive,100,157.46772480010986,96,487201.34675643535,434685.39761689346,52515.94913954211,0.0,965,35,0
1000,50,predictive,100,157.46772480010986,97,487201.5519423467,434685.5642274738,52515.9877148728,0.0,965,35,0
1000,50,predictive,100,157.46772480010986,98,487201.73920239945,434685.7210188501,52516.0181835495,0.0,965,35,0
1000,50,predictive,100,157.46772480010986,99,487201.9489265568,434685.895668269,52516.05325828795,0.0,965,35,0
1000,50,predictive,100,157.46772480010986,100,486151.0925557143,435135.60351675,51015.48903896412,0.0,966,34,0
1000,50,greedy,100,109.56634497642517,1,150450.3666771324,0.0,0.0,150450.3666771324,0,0,1000
1000,50,greedy,100,109.56634497642517,2,150450.34412437573,0.0,0.0,150450.34412437573,0,0,1000
1000,50,greedy,100,109.56634497642517,3,150450.30046558098,0.0,0.0,150450.30046558098,0,0,1000
1000,50,greedy,100,109.56634497642517,4,150450.2655663491,0.0,0.0,150450.2655663491,0,0,1000
1000,50,greedy,100,109.56634497642517,5,1481850.3309694882,0.0,1481850.3309694882,0.0,0,1000,0
1000,50,greedy,100,109.56634497642517,6,1481850.3058104825,0.0,1481850.3058104825,0.0,0,1000,0
1000,50,greedy,100,109.56634497642517,7,1481850.280869004,0.0,1481850.280869004,0.0,0,1000,0
1000,50,greedy,100,109.56634497642517,8,1481850.2181079474,0.0,1481850.2181079474,0.0,0,1000,0
1000,50,greedy,100,109.56634497642517,9,1481850.1219496476,0.0,1481850.1219496476,0.0,0,1000,0
1000,50,greedy,100,109.56634497642517,10,587250.0837001802,390089.98880788294,197160.0948922977,0.0,866,134,0
1000,50,greedy,100,109.56634497642517,11,587250.0836190467,390090.16258477693,197159.9210342693,0.0,866,134,0
1000,50,greedy,100,109.56634497642517,12,587250.0732171688,390090.2725804622,197159.80063670673,0.0,866,134,0
1000,50,greedy,100,109.56634497642517,13,587250.074557672,390090.35562808806,197159.71892958434,0.0,866,134,0
1000,50,greedy,100,109.56634497642517,14,587250.1336765167,390090.4776730403,197159.65600347615,0.0,866,134,0
1000,50,greedy,100,109.56634497642517,15,577350.1594213272,394594.5482363466,182755.61118498122,0.0,876,124,0
1000,50,greedy,100,109.56634497642517,16,577350.245625919,394594.7606296147,182755.48499630424,0.0,876,124,0
1000,50,greedy,100,109.56634497642517,17,577350.4019697306,394594.9821088765,182755.4198608536,0.0,876,124,0
1000,50,greedy,100,109.56634497642517,18,577350.5497543919,394595.15524625813,182755.39450813452,0.0,876,124,0
1000,50,greedy,100,109.56634497642517,19,577350.7061743642,394595.289643652,182755.41653071254,0.0,876,124,0
1000,50,greedy,100,109.56634497642517,20,557700.749794147,403153.1249802646,154547.62481388188,0.0,895,105,0
1000,50,greedy,100,109.56634497642517,21,557700.8110412195,403153.344403623,154547.46663759646,0.0,895,105,0
1000,50,greedy,100,109.56634497642517,22,557700.7980796546,403153.44399648596,154547.35408316788,0.0,895,105,0
1000,50,greedy,100,109.56634497642517,23,557700.7748701844,403153.500867369,154547.27400281507,0.0,895,105,0
1000,50,greedy,100,109.56634497642517,24,557700.7627803081,403153.56831498025,154547.19446532775,0.0,895,105,0
1000,50,greedy,100,109.56634497642517,25,554100.6373006188,404504.05308375694,149596.58421686114,0.0,898,102,0
1000,50,greedy,100,109.56634497642517,26,554100.4830785216,404504.05748159316,149596.42559692822,0.0,898,102,0
1000,50,greedy,100,109.56634497642517,27,554100.3669530777,404504.05514595966,149596.31180711786,0.0,898,102,0
1000,50,greedy,100,109.56634497642517,28,554100.2304695004,404503.9891925523,149596.24127694784,0.0,898,102,0
1000,50,greedy,100,109.56634497642517,29,554100.118351936,404503.93104372226,149596.18730821324,0.0,898,102,0
1000,50,greedy,100,109.56634497642517,30,533550.0591866586,413963.61268486135,119586.44650179712,0.0,919,81,0
1000,50,greedy,100,109.56634497642517,31,533549.9874770317,413963.62916994526,119586.35830708664,0.0,919,81,0
1000,50,greedy,100,109.56634497642517,32,533549.9309694069,413963.62649562437,119586.30447378219,0.0,919,81,0
1000,50,greedy,100,109.56634497642517,33,533549.9253236465,413963.66036747984,119586.26495616666,0.0,919,81,0
1000,50,greedy,100,109.56634497642517,34,533549.8823318265,413963.6645185318,119586.21781329461,0.0,919,81,0
1000,50,greedy,100,109.56634497642517,35,515249.9578497005,422071.54919466714,93178.40865503269,0.0,937,63,0
1000,50,greedy,100,109.56634497642517,36,515250.0217853698,422071.6843156293,93178.3374697398,0.0,937,63,0
1000,50,greedy,100,109.56634497642517,37,515250.13765052956,422071.83223184594,93178.30541868374,0.0,937,63,0
1000,50,greedy,100,109.56634497642517,38,515250.16280076164,422071.9043280188,93178.25847274285,0.0,937,63,0
1000,50,greedy,100,109.56634497642517,39,515250.1495175338,422071.9157982081,93178.23371932568,0.0,937,63,0
1000,50,greedy,100,109.56634497642517,40,538950.092630138,411260.56945859094,127689.52317154683,0.0,913,87,0
1000,50,greedy,100,109.56634497642517,41,538950.001517921,411260.5917244001,127689.40979352077,0.0,913,87,0
1000,50,greedy,100,109.56634497642517,42,538949.9404339764,411260.63304609654,127689.30738787974,0.0,913,87,0
1000,50,greedy,100,109.56634497642517,43,538949.8999255665,411260.6727103659,127689.22721520037,0.0,913,87,0
1000,50,greedy,100,109.56634497642517,44,538949.8733453838,411260.7120408325,127689.16130455068,0.0,913,87,0
1000,50,greedy,100,109.56634497642517,45,515399.87717813806,421620.98483599117,93778.89234214663,0.0,936,64,0
1000,50,greedy,100,109.56634497642517,46,515399.92153762636,421621.05594372493,93778.86559390144,0.0,936,64,0
1000,50,greedy,100,109.56634497642517,47,515399.97960047575,421621.1233711457,93778.85622932974,0.0,936,64,0
1000,50,greedy,100,109.56634497642517,48,515399.99551875744,421621.17314683035,93778.82237192678,0.0,936,64,0
1000,50,greedy,100,109.56634497642517,49,515400.03914245084,421621.2459087807,93778.7932336695,0.0,936,64,0
1000,50,greedy,100,109.56634497642517,50,522750.05522203486,418467.9706266467,104282.08459538767,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,51,522750.0874049692,418468.08232542983,104282.00507953909,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,52,522750.16125204886,418468.22291584784,104281.93833620055,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,53,522750.21852593136,418468.33037449105,104281.88815144038,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,54,522750.2151747555,418468.4003807356,104281.81479401975,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,55,522750.17261184537,418468.11367738567,104282.05893445968,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,56,522750.0781120548,418468.1673794837,104281.91073257073,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,57,522749.9791666266,418468.19610999635,104281.78305662962,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,58,522749.9301780096,418468.2317781129,104281.69839989659,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,59,522749.90870488825,418468.2561792449,104281.65252564294,0.0,929,71,0
1000,50,greedy,100,109.56634497642517,60,516599.89795472927,421170.6176123147,95429.280342414,0.0,935,65,0
1000,50,greedy,100,109.56634497642517,61,516599.94926746597,421170.75051591056,95429.19875155487,0.0,935,65,0
1000,50,greedy,100,109.56634497642517,62,516600.0009834608,421170.8718386754,95429.1291447851,0.0,935,65,0
1000,50,greedy,100,109.56634497642517,63,516600.07403765916,421170.99252803717,95429.0815096219,0.0,935,65,0
1000,50,greedy,100,109.56634497642517,64,516600.11403043824,421171.0507892501,95429.06324118769,0.0,935,65,0
1000,50,greedy,100,109.56634497642517,65,522150.07009897643,418918.62054019416,103231.44955878213,0.0,930,70,0
1000,50,greedy,100,109.56634497642517,66,522150.00425727974,418918.65607735526,103231.34817992421,0.0,930,70,0
1000,50,greedy,100,109.56634497642517,67,522149.97226398176,418918.69043919526,103231.28182478623,0.0,930,70,0
1000,50,greedy,100,109.56634497642517,68,522149.9642956873,418918.72002062143,103231.2442750654,0.0,930,70,0
1000,50,greedy,100,109.56634497642517,69,522149.99525612843,418918.7468304941,103231.24842563402,0.0,930,70,0
1000,50,greedy,100,109.56634497642517,70,503550.0165569991,427026.7030231942,76523.31353380486,0.0,948,52,0
1000,50,greedy,100,109.56634497642517,71,503550.0374968498,427026.783774621,76523.25372222837,0.0,948,52,0
1000,50,greedy,100,109.56634497642517,72,503550.06153405027,427026.858485875,76523.203048175,0.0,948,52,0
1000,50,greedy,100,109.56634497642517,73,503550.12964326516,427026.9429751113,76523.18666815375,0.0,948,52,0
1000,50,greedy,100,109.56634497642517,74,503550.21268172195,427026.9980229122,76523.21465880949,0.0,948,52,0
1000,50,greedy,100,109.56634497642517,75,499050.28517599986,428828.50580707175,70221.77936892823,0.0,952,48,0
1000,50,greedy,100,109.56634497642517,76,499050.29383078334,428828.5743634218,70221.71946736149,0.0,952,48,0
1000,50,greedy,100,109.56634497642517,77,499050.2888223425,428828.5960670801,70221.69275526241,0.0,952,48,0
1000,50,greedy,100,109.56634497642517,78,499050.3198703632,428828.6469652776,70221.6729050853,0.0,952,48,0
1000,50,greedy,100,109.56634497642517,79,499050.35995074856,428828.7144893039,70221.64546144422,0.0,952,48,0
1000,50,greedy,100,109.56634497642517,80,496350.34927056055,430180.09653020016,66170.25274036011,0.0,955,45,0
1000,50,greedy,100,109.56634497642517,81,496350.33493687963,430180.1578255526,66170.17711132701,0.0,955,45,0
1000,50,greedy,100,109.56634497642517,82,496350.33261564485,430180.2049458202,66170.12766982456,0.0,955,45,0
1000,50,greedy,100,109.56634497642517,83,496350.3545038409,430180.25148964755,66170.10301419336,0.0,955,45,0
1000,50,greedy,100,109.56634497642517,84,496350.3483792658,430180.2554971728,66170.09288209266,0.0,955,45,0
1000,50,greedy,100,109.56634497642517,85,488400.3968570502,433783.74084289453,54616.65601415575,0.0,963,37,0
1000,50,greedy,100,109.56634497642517,86,488400.4199825361,433783.77387846727,54616.64610406883,0.0,963,37,0
1000,50,greedy,100,109.56634497642517,87,488400.43023008213,433783.80230110703,54616.62792897503,0.0,963,37,0
1000,50,greedy,100,109.56634497642517,88,488400.4243970859,433783.83934783336,54616.58504925218,0.0,963,37,0
1000,50,greedy,100,109.56634497642517,89,488400.4699576123,433783.9246038507,54616.54535376158,0.0,963,37,0
1000,50,greedy,100,109.56634497642517,90,491850.49244877853,432432.33020770695,59418.162241071484,0.0,960,40,0
1000,50,greedy,100,109.56634497642517,91,491850.4901324323,432432.39150293707,59418.09862949519,0.0,960,40,0
1000,50,greedy,100,109.56634497642517,92,491850.4930516274,432432.4363990681,59418.05665255919,0.0,960,40,0
1000,50,greedy,100,109.56634497642517,93,491850.48976489337,432432.45381623175,59418.03594866154,0.0,960,40,0
1000,50,greedy,100,109.56634497642517,94,491850.4966957485,432432.4829948812,59418.013700866795,0.0,960,40,0
1000,50,greedy,100,109.56634497642517,95,495150.50468736934,430630.685947067,64519.81874030227,0.0,956,44,0
1000,50,greedy,100,109.56634497642517,96,495150.522666768,430630.75516546477,64519.767501303075,0.0,956,44,0
