num_users,num_edges,algorithm,experiment_duration,total_experiment_time,timestep,total_turnaround_time,total_turnaround_time_warm,total_turnaround_time_cold,total_turnaround_time_unknown,warm_count,cold_count,unknown_count,static_energy_j,dynamic_energy_j,network_energy_j,cold_start_energy_j,total_energy_j,total_energy_wh,average_power_w
100,10,predictive,100,125.65406370162964,1,15045.140465308481,0.0,0.0,15045.140465308481,100,0,100,34.0601,42.5542,10.24,0.0,86.8543,0.024126,86.8543
100,10,predictive,100,125.65406370162964,2,15045.19917343905,0.0,0.0,15045.19917343905,100,0,100,32.9214,36.6831,10.24,0.0,79.8445,0.022179,79.8445
100,10,predictive,100,125.65406370162964,3,15045.274614283995,0.0,0.0,15045.274614283995,100,0,100,33.3951,39.0547,10.24,0.0,82.6899,0.022969,82.6899
100,10,predictive,100,125.65406370162964,4,15045.379012837257,0.0,0.0,15045.379012837257,100,0,100,33.4018,38.7073,10.24,0.0,82.3492,0.022875,82.3492
100,10,predictive,100,125.65406370162964,5,145695.48641451984,0.0,145695.48641451984,0.0,0,100,0,33.6052,0.0402,30.72,59.5452,123.9107,0.03442,123.9107
100,10,predictive,100,125.65406370162964,6,145695.58189939268,0.0,145695.58189939268,0.0,0,100,0,33.7222,0.0408,30.72,60.2687,124.7517,0.034653,124.7517
100,10,predictive,100,125.65406370162964,7,145695.67445265077,0.0,145695.67445265077,0.0,0,100,0,33.2117,0.0872,30.72,57.1114,121.1303,0.033647,121.1303
100,10,predictive,100,125.65406370162964,8,145695.780926254,0.0,145695.780926254,0.0,0,100,0,32.5548,0.0797,30.72,53.0487,116.4031,0.032334,116.4031
100,10,predictive,100,125.65406370162964,9,145695.89234098382,0.0,145695.89234098382,0.0,0,100,0,33.4051,0.0894,30.72,58.3073,122.5217,0.034034,122.5217
100,10,predictive,100,125.65406370162964,10,45045.98510574375,45045.98510574375,0.0,0.0,100,0,0,33.735,40.3505,10.24,0.0,84.3255,0.023424,84.3255
100,10,predictive,100,125.65406370162964,11,45046.073825717634,45046.073825717634,0.0,0.0,100,0,0,33.3657,38.5201,10.24,0.0,82.1258,0.022813,82.1258
100,10,predictive,100,125.65406370162964,12,45046.170687732345,45046.170687732345,0.0,0.0,100,0,0,34.1702,42.5036,10.24,0.0,86.9138,0.024143,86.9138
100,10,predictive,100,125.65406370162964,13,45046.27454645936,45046.27454645936,0.0,0.0,100,0,0,33.3539,38.4625,10.24,0.0,82.0564,0.022793,82.0564
