num_users,num_edges,algorithm,experiment_duration,total_experiment_time,timestep,total_turnaround_time,total_turnaround_time_warm,total_turnaround_time_cold,total_turnaround_time_unknown,warm_count,cold_count,unknown_count,static_energy_j,dynamic_energy_j,network_energy_j,cold_start_energy_j,total_energy_j,total_energy_wh,average_power_w
100,10,predictive,100,126.01452279090881,1,15045.140465308481,0.0,0.0,15045.140465308481,100,0,100,8.4833,0.0,10.24,0.0,24.238,0.006733,24.238
100,10,predictive,100,126.01452279090881,2,15045.19917343905,0.0,0.0,15045.19917343905,100,0,100,7.4093,0.0635,10.24,0.0,21.1694,0.00588,21.1694
100,10,predictive,100,126.01452279090881,3,15045.274614283995,0.0,0.0,15045.274614283995,100,0,100,7.4012,0.0634,10.24,0.0,21.1462,0.005874,21.1462
100,10,predictive,100,126.01452279090881,4,15045.379012837257,0.0,0.0,15045.379012837257,100,0,100,7.314,0.0,10.24,0.0,20.8973,0.005805,20.8973
100,10,predictive,100,126.01452279090881,5,145695.48641451984,0.0,145695.48641451984,0.0,0,100,0,8.3905,0.1438,4.0716,11.3668,23.9729,0.006659,23.9729
100,10,predictive,100,126.01452279090881,6,145695.58189939268,0.0,145695.58189939268,0.0,0,100,0,10.1727,0.4505,4.8636,13.5779,29.065,0.008074,29.065
100,10,predictive,100,126.01452279090881,7,145695.67445265077,0.0,145695.67445265077,0.0,0,100,0,7.9251,0.0,3.8816,10.8364,22.6432,0.00629,22.6432
100,10,predictive,100,126.01452279090881,8,145695.780926254,0.0,145695.780926254,0.0,0,100,0,7.9706,0.0,3.9039,10.8986,22.7733,0.006326,22.7733
100,10,predictive,100,126.01452279090881,9,145695.89234098382,0.0,145695.89234098382,0.0,0,100,0,8.3371,0.0715,4.0645,11.347,23.8202,0.006617,23.8202
100,10,predictive,100,126.01452279090881,10,45045.98510574375,45045.98510574375,0.0,0.0,100,0,0,7.2508,0.0622,10.24,0.0,20.7167,0.005755,20.7167
100,10,predictive,100,126.01452279090881,11,45046.073825717634,45046.073825717634,0.0,0.0,100,0,0,8.165,0.07,10.24,0.0,23.3286,0.00648,23.3286
100,10,predictive,100,126.01452279090881,12,45046.170687732345,45046.170687732345,0.0,0.0,100,0,0,6.6864,0.0,10.24,0.0,19.104,0.005307,19.104
100,10,predictive,100,126.01452279090881,13,45046.27454645936,45046.27454645936,0.0,0.0,100,0,0,13.2956,0.9497,10.24,0.0,37.9875,0.010552,37.9875
100,10,predictive,100,126.01452279090881,14,45046.38836489978,45046.38836489978,0.0,0.0,100,0,0,7.5178,0.0,10.24,0.0,21.4794,0.005967,21.4794
100,10,predictive,100,126.01452279090881,15,45046.47961949546,45046.47961949546,0.0,0.0,100,0,0,16.0605,1.4454,10.24,0.0,45.8871,0.012746,45.8871
100,10,predictive,100,126.01452279090881,16,45046.558801737,45046.558801737,0.0,0.0,100,0,0,7.3393,0.0,10.24,0.0,20.9693,0.005825,20.9693
100,10,predictive,100,126.01452279090881,17,45046.65107642792,45046.65107642792,0.0,0.0,100,0,0,17.3296,2.0053,10.24,0.0,49.5131,0.013754,49.5131
100,10,predictive,100,126.01452279090881,18,45046.74408628588,45046.74408628588,0.0,0.0,100,0,0,6.9989,0.0,10.24,0.0,19.9968,0.005555,19.9968
100,10,predictive,100,126.01452279090881,19,45046.839891240896,45046.839891240896,0.0,0.0,100,0,0,15.056,1.2045,10.24,0.0,43.0171,0.011949,43.0171
100,10,predictive,100,126.01452279090881,20,45046.93211519566,45046.93211519566,0.0,0.0,100,0,0,8.2821,0.142,10.24,0.0,23.6633,0.006573,23.6633
100,10,predictive,100,126.01452279090881,21,45047.007245368724,45047.007245368724,0.0,0.0,100,0,0,10.0404,0.2725,10.24,0.0,28.6868,0.007969,28.6868
100,10,predictive,100,126.01452279090881,22,45047.089679172816,45047.089679172816,0.0,0.0,100,0,0,6.9851,0.0599,10.24,0.0,19.9574,0.005544,19.9574
100,10,predictive,100,126.01452279090881,23,45047.19847320488,45047.19847320488,0.0,0.0,100,0,0,8.108,0.139,10.24,0.0,23.1656,0.006435,23.1656
100,10,predictive,100,126.01452279090881,24,45047.292706906796,45047.292706906796,0.0,0.0,100,0,0,6.8244,0.0,10.24,0.0,19.4982,0.005416,19.4982
