num_users,num_edges,algorithm,experiment_duration,total_experiment_time,timestep,total_turnaround_time,total_turnaround_time_warm,total_turnaround_time_cold,total_turnaround_time_unknown,warm_count,cold_count,unknown_count,static_energy_j,dynamic_energy_j,network_energy_j,cold_start_energy_j,total_energy_j,total_energy_wh,average_power_w
100,10,predictive,100,125.77501392364502,1,15045.140465308481,0.0,0.0,15045.140465308481,100,0,100,34.0508,42.4525,10.24,0.0,86.7432,0.024095,86.7432
100,10,predictive,100,125.77501392364502,2,15045.19917343905,0.0,0.0,15045.19917343905,100,0,100,32.2522,33.3975,10.24,0.0,75.8897,0.02108,75.8897
100,10,predictive,100,125.77501392364502,3,15045.274614283995,0.0,0.0,15045.274614283995,100,0,100,32.7743,36.0161,10.24,0.0,79.0303,0.021953,79.0303
100,10,predictive,100,125.77501392364502,4,15045.379012837257,0.0,0.0,15045.379012837257,100,0,100,33.6164,39.7589,10.24,0.0,83.6153,0.023226,83.6153
100,10,predictive,100,125.77501392364502,5,145695.48641451984,0.0,145695.48641451984,0.0,0,100,0,32.5576,0.0244,30.72,53.0659,116.3679,0.032324,116.3679
100,10,predictive,100,125.77501392364502,6,145695.58189939268,0.0,145695.58189939268,0.0,0,100,0,33.2893,0.0269,30.72,57.5914,121.6276,0.033785,121.6276
100,10,predictive,100,125.77501392364502,7,145695.67445265077,0.0,145695.67445265077,0.0,0,100,0,37.5707,0.0404,30.72,84.0705,152.4015,0.042334,152.4015
100,10,predictive,100,125.77501392364502,8,145695.780926254,0.0,145695.780926254,0.0,0,100,0,32.9202,0.0247,30.72,55.3088,118.9738,0.033048,118.9738
100,10,predictive,100,125.77501392364502,9,145695.89234098382,0.0,145695.89234098382,0.0,0,100,0,33.154,0.0255,30.72,56.7545,120.6539,0.033515,120.6539
100,10,predictive,100,125.77501392364502,10,45045.98510574375,45045.98510574375,0.0,0.0,100,0,0,33.2489,37.9849,10.24,0.0,81.4738,0.022632,81.4738
100,10,predictive,100,125.77501392364502,11,45046.073825717634,45046.073825717634,0.0,0.0,100,0,0,33.5873,39.6639,10.24,0.0,83.4912,0.023192,83.4912
100,10,predictive,100,125.77501392364502,12,45046.170687732345,45046.170687732345,0.0,0.0,100,0,0,33.0905,37.1465,10.24,0.0,80.4769,0.022355,80.4769
100,10,predictive,100,125.77501392364502,13,45046.27454645936,45046.27454645936,0.0,0.0,100,0,0,31.6222,29.866,10.24,0.0,71.7281,0.019924,71.7281
100,10,predictive,100,125.77501392364502,14,45046.38836489978,45046.38836489978,0.0,0.0,100,0,0,32.3641,33.5418,10.24,0.0,76.1458,0.021152,76.1458
100,10,predictive,100,125.77501392364502,15,45046.47961949546,45046.47961949546,0.0,0.0,100,0,0,31.7605,30.5565,10.24,0.0,72.5571,0.020155,72.5571
100,10,predictive,100,125.77501392364502,16,45046.558801737,45046.558801737,0.0,0.0,100,0,0,31.676,30.1376,10.24,0.0,72.0536,0.020015,72.0536
100,10,predictive,100,125.77501392364502,17,45046.65107642792,45046.65107642792,0.0,0.0,100,0,0,32.6116,34.774,10.24,0.0,77.6257,0.021563,77.6257
100,10,predictive,100,125.77501392364502,18,45046.74408628588,45046.74408628588,0.0,0.0,100,0,0,33.0661,37.0877,10.24,0.0,80.3938,0.022332,80.3938
100,10,predictive,100,125.77501392364502,19,45046.839891240896,45046.839891240896,0.0,0.0,100,0,0,33.3611,38.5521,10.24,0.0,82.1532,0.02282,82.1532
100,10,predictive,100,125.77501392364502,20,45046.93211519566,45046.93211519566,0.0,0.0,100,0,0,33.4234,38.8228,10.24,0.0,82.4862,0.022913,82.4862
100,10,predictive,100,125.77501392364502,21,45047.007245368724,45047.007245368724,0.0,0.0,100,0,0,32.9281,36.3666,10.24,0.0,79.5347,0.022093,79.5347
100,10,predictive,100,125.77501392364502,22,45047.089679172816,45047.089679172816,0.0,0.0,100,0,0,31.7548,30.5485,10.24,0.0,72.5433,0.020151,72.5433
100,10,predictive,100,125.77501392364502,23,45047.19847320488,45047.19847320488,0.0,0.0,100,0,0,32.2089,32.7794,10.24,0.0,75.2284,0.020897,75.2284
